c17.v,17.84743,1000,5,2,38.70%,N6
c499.v,27.24905,1000,41,32,99.10%,G28
c880.v,34.07468,1000,60,26,52.30%,G7
c1355.v,38.10869,1000,41,32,99.50%,G1
c6288.v,101.32950,1000,32,32,100.00%,G6
